index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote
f0837832d176cd501ed596938ddfd153,2025-09-23T12:22:18Z,'Permafrost',www.spektrum.de,de,0.1,Bedrohter Permafrost: Eisige Reaktion hat verheerende Wirkung,"Eis hilft, Metalle aus Gestein zu lösen. Besonders wirkungsvoll geschieht das, wenn das Eis wiederholt einfriert und auftaut. Das hat Folgen, unter anderem für Permafrostböden.",https://www.spektrum.de/news/eisige-reaktion-mit-verheerender-wirkung/2287796,https://static.spektrum.de/fm/912/f1920x1080/AdobeStock_431396578.jpeg,,"Eis ist ein guter Katalysator, um Eisen aus Gesteinen zu lösen  es eignet sich sogar besser als flüssiges Wasser. Das legt eine aktuelle Arbeit eines Forschungsteams aus dem schwedischen Umeå nahe. D… [+1236 chars]",
f7dcb03e7c58df6f19e88bd3cd5807a7,2025-09-28T12:30:07Z,'Felssturz',www.zeit.de,de,1,Berge: Felssturz am Rubihorn bei Oberstdorf,Hier finden Sie Informationen zu dem Thema „Berge“. Lesen Sie jetzt „Felssturz am Rubihorn bei Oberstdorf“.,https://www.zeit.de/news/2025-09/28/felssturz-am-rubihorn-bei-oberstdorf,https://img.zeit.de/news/2025-09/28/felssturz-am-rubihorn-bei-oberstdorf-image-group/wide__1300x731,,"Am Rubihorn bei Oberstdorf ist es zu einem Felssturz gekommen. Es seien aber keine Menschleben in Gefahr gewesen oder Sachwerte beschädigt worden, sagte ein Sprecher des Polizeipräsidiums Schwaben Sü… [+1072 chars]",
69912a30684b5d0f4e147e284f7d8eee,2025-09-28T12:30:07Z,'Felssturz',www.stern.de,de,0.9,Berge: Felssturz am Rubihorn bei Oberstdorf,Oberstdorf (lby) - Am Rubihorn bei Oberstdorf ist es zu einem Felssturz gekommen. Es seien aber keine Menschleben in Gefahr gewesen oder Sachwerte,https://www.stern.de/gesellschaft/regional/bayern/berge--felssturz-am-rubihorn-bei-oberstdorf-36087410.html,https://image.stern.de/36087412/t/mj/v1/w1440/r1.7778/-/28--nfuwtl3mnxv11axs2048jpeg---269c7ab1f56d71ba.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Am Rubihorn in den Allgäuer Alpen hat es einen Felssturz gegeben. Es ist nicht das erste Mal.
Am Rubihorn bei Oberstdorf ist es zu einem Felsstu… [+1234 chars]",
773aa634431b0d32e5fc2ae591f465f3,2025-09-28T13:10:26Z,'Felssturz',www.sueddeutsche.de,de,0.9,Allgäuer Alpen: Felssturz am Rubihorn – Bergwacht bringt Wanderer in Sicherheit,Durch einen Steinschlag am Rubihorn bei Oberstdorf ist der Anstieg zum Gipfel unpassierbar.  Nach ersten Informationen soll es sich um einen etwa 15 mal 15 Meter großen Bereich gehandelt haben.,https://www.sueddeutsche.de/bayern/felssturz-rubihorn-oberstdorf-li.3318777,https://www.sueddeutsche.de/2025/09/28/d0ffc9de-d2a6-464a-8eb9-2fbcfdb0e943.jpg?q=60&fm=webp&width=1200&rect=0%2C209%2C4000%2C2250,,"Von Aschaffenburg bis Berchtesgaden: Das Bayern-Team der SZ ist im gesamten Freistaat für Sie unterwegs. Hier entlang, wenn Sie Geschichten, News und Hintergründe direkt aufs Handy bekommen möchten.
… [+773 chars]",
ffb2900a85b1470e2c487f82303eb921,2025-09-28T18:05:14Z,'Felssturz',www.faz.net,de,0.9,Ende des Permafrosts: Unter der Wucht der Schweizer Berge,Wie die Menschen im Schweizer Dorf Bondo nach einem Felssturz der Naturgewalt trotzen – unten im Tal und hoch oben am Gipfel.,https://www.faz.net/aktuell/wirtschaft/bondo-unter-der-wucht-der-schweizer-berge-110684275.html,https://media1.faz.net/ppmedia/w1200/aktuell/3899942011/1.10686757/facebook_teaser/der-piz-cengalo-ist-derzeit.jpg.webp,,"Wer hier oben ankommt, hat es geschafft und ist es. Davon zeugen durchgeschwitzte T-Shirts, ausgelegt zum Trocknen auf den Felsblöcken, die wie riesige Würfel am steilen Hang rund um die Sciorahütte … [+179 chars]",
75d627b5bf51b2b12bc39d91d1faea57,2025-09-30T06:08:49Z,'Neuschnee',www.stern.de,de,0.2,Wetter: Kühle Tage und immer wieder Sonne in Bayern,"Den Freistaat erwartet Sonne, aber auch Frost, Regen und sogar Neuschnee im Hochgebirge. Wo es in Bayern am kältesten wird – und wann die Sonne durchkommt.",https://www.stern.de/gesellschaft/regional/bayern/wetter--kuehle-tage-und-immer-wieder-sonne-in-bayern-36092022.html,https://image.stern.de/36092024/t/dA/v1/w1440/r1.7778/-/30--zvhbugk4zjv6axs2048jpeg---8eef7f4b163a2823.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Den Freistaat erwartet Sonne, aber auch Frost, Regen und sogar Neuschnee im Hochgebirge. Wo es in Bayern am kältesten wird und wann die Sonne dur… [+1163 chars]",
8462707b752c3ec6594e17da45784476,2025-09-30T08:13:52Z,'Felssturz',www.stern.de,de,0.9,Alpen: Felssturz am Rubihorn – Wege bleiben vorerst gesperrt,Nebel blockiert jede Sicht: Warum Experten den Schaden am Rubihorn aktuell nur aus der Ferne einschätzen können – und was das für Wanderer bedeutet.,https://www.stern.de/gesellschaft/regional/bayern/alpen--felssturz-am-rubihorn---wege-bleiben-vorerst-gesperrt-36092374.html,https://image.stern.de/36092376/t/OB/v1/w1440/r1.7778/-/30--cd3rej5ho4v8axs2048jpeg---027ae68f3229166e.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Nebel blockiert jede Sicht: Warum Experten den Schaden am Rubihorn aktuell nur aus der Ferne einschätzen können und was das für Wanderer bedeutet… [+1190 chars]",
2acb9fe7da2daa7dbab71c09bb19f22e,2025-09-30T08:13:52Z,'Felssturz',www.zeit.de,de,0.9,Alpen: Felssturz am Rubihorn – Wege bleiben vorerst gesperrt,Hier finden Sie Informationen zu dem Thema „Alpen“. Lesen Sie jetzt „Felssturz am Rubihorn – Wege bleiben vorerst gesperrt“.,https://www.zeit.de/news/2025-09/30/felssturz-am-rubihorn-wege-bleiben-vorerst-gesperrt,https://img.zeit.de/news/2025-09/30/felssturz-am-rubihorn-wege-bleiben-vorerst-gesperrt-image-group/wide__1300x731,,"Nach dem Felssturz am Berg Rubihorn im Allgäu soll der Schaden in den kommenden Tagen aus der Luft untersucht werden. Wie die Marktgemeinde Oberstdorf berichtete, kann derzeit wegen Nebels kein Hubsc… [+1028 chars]",
9b5446195fd94e2cd8172363734666a4,2025-09-30T09:33:08Z,'Neuschnee',www.sueddeutsche.de,de,0.1,"Wetter in Bayern: Sonne, Frost, Regen, Neuschnee im Hochgebirge – alles dabei",Wo es in Bayern am kältesten wird – und wann die Sonne durchkommt.  Die Vorhersage für den Freistaat in den nächsten Tagen.,https://www.sueddeutsche.de/bayern/bayern-wetter-herbst-bodenfrost-li.3319483,https://www.sueddeutsche.de/2025/09/30/a688bb04-8bc1-4604-9136-b551d54c8bf0.jpg?q=60&fm=webp&width=1200&rect=0%2C107%2C2048%2C1152,,"Von Aschaffenburg bis Berchtesgaden: Das Bayern-Team der SZ ist im gesamten Freistaat für Sie unterwegs. Hier entlang, wenn Sie Geschichten, News und Hintergründe direkt aufs Handy bekommen möchten.
… [+808 chars]",

